user_id,register_date,country,device_type,acquisition_channel,plan_type,company_size
U001534,2024-10-13,India,Desktop,Social Media,Enterprise,201-1000
U001535,2025-01-28,Germany,Mobile,Organic,Free,1-10
U001536,2024-05-28,France,Tablet,Google Ads,Free,11-50
U001537,2024-07-25,US,Desktop,Google Ads,Free,1-10
U001538,2025-07-16,Germany,Mobile,Google Ads,Enterprise,51-200
U001539,2024-07-25,India,Mobile,Organic,Free,1-10
U001540,2025-04-13,China,Mobile,Organic,Basic,11-50
U001541,2025-08-01,Brazil,Desktop,Organic,Enterprise,1000+
U001542,2024-05-12,UK,Mobile,Social Media,Basic,11-50
U001543,2025-05-09,Japan,Desktop,Email,Free,1-10
U001544,2024-09-30,US,Desktop,Organic,Enterprise,1000+
U001545,2025-12-13,Australia,Mobile,Organic,Pro,11-50
U001546,2025-03-17,UK,Mobile,Organic,Free,1-10
U001547,2025-09-24,China,Mobile,Google Ads,Free,1-10
U001548,2025-04-29,US,Desktop,Google Ads,Enterprise,51-200
U001549,2024-02-28,US,Desktop,Google Ads,Enterprise,201-1000
U001550,2025-06-18,India,Tablet,Email,Free,1-10
U001551,2025-12-08,Canada,Desktop,Social Media,Enterprise,51-200
U001552,2025-05-30,India,Mobile,Organic,Free,1-10
U001553,2025-10-01,Canada,Mobile,Organic,Free,11-50
U001554,2025-11-04,India,Mobile,Google Ads,Free,51-200
U001555,2024-09-05,India,Desktop,Google Ads,Free,11-50
U001556,2024-08-22,US,Mobile,Social Media,Basic,1-10
U001557,2025-06-05,France,Mobile,Google Ads,Free,1-10
U001558,2025-01-26,US,Desktop,Google Ads,Free,1-10
U001559,2025-10-12,Canada,Desktop,Email,Free,1-10
U001560,2025-11-12,Canada,Desktop,Google Ads,Free,11-50
U001561,2024-12-15,Australia,Desktop,Google Ads,Enterprise,201-1000
U001562,2024-09-13,India,Mobile,Organic,Pro,11-50
U001563,2025-09-10,China,Mobile,Google Ads,Free,1-10
U001564,2024-10-15,Brazil,Tablet,Email,Pro,11-50
U001565,2025-10-02,US,Mobile,Social Media,Free,1-10
U001566,2025-02-04,Japan,Mobile,Google Ads,Basic,11-50
U001567,2025-07-08,US,Desktop,Google Ads,Enterprise,201-1000
U001568,2024-04-30,India,Mobile,Organic,Free,51-200
U001569,2025-06-13,US,Mobile,Google Ads,Basic,11-50
U001570,2025-02-23,US,Tablet,Organic,Free,11-50
U001571,2025-05-21,UK,Mobile,Email,Free,11-50
U001572,2024-07-13,Germany,Tablet,Google Ads,Basic,11-50
U001573,2025-08-17,Japan,Mobile,Organic,Enterprise,201-1000
U001574,2025-10-23,US,Mobile,Organic,Free,1-10
U001575,2024-08-26,India,Desktop,Google Ads,Enterprise,201-1000
U001576,2024-04-30,US,Mobile,Social Media,Pro,51-200
U001577,2024-02-03,India,Mobile,Organic,Free,1-10
U001578,2025-06-23,Japan,Desktop,Social Media,Basic,11-50
U001579,2025-06-03,India,Desktop,Social Media,Pro,201-1000
U001580,2025-04-26,China,Mobile,Organic,Free,201-1000
U001581,2024-09-09,UK,Desktop,Google Ads,Free,1-10
U001582,2025-01-12,Brazil,Desktop,Email,Enterprise,201-1000
U001583,2025-05-26,Germany,Mobile,Google Ads,Basic,51-200
U001584,2025-03-25,India,Tablet,Google Ads,Free,1-10
U001585,2025-12-26,Japan,Mobile,Organic,Basic,1-10
U001586,2024-06-12,US,Desktop,Organic,Free,1-10
U001587,2025-07-24,Japan,Desktop,Organic,Basic,51-200
U001588,2025-01-21,Japan,Desktop,Google Ads,Enterprise,51-200
U001589,2025-02-07,UK,Desktop,Email,Pro,11-50
U001590,2025-08-06,US,Desktop,Google Ads,Free,1-10
U001591,2025-07-23,US,Tablet,Email,Free,11-50
U001592,2025-12-27,Canada,Mobile,Google Ads,Basic,201-1000
U001593,2024-06-04,China,Desktop,Social Media,Free,1-10
U001594,2024-05-09,US,Desktop,Social Media,Free,51-200
U001595,2025-08-10,UK,Desktop,Organic,Basic,1-10
U001596,2025-05-16,India,Desktop,Organic,Pro,11-50
U001597,2024-10-14,France,Desktop,Google Ads,Free,51-200
U001598,2024-04-11,US,Tablet,Social Media,Free,1-10
U001599,2024-04-19,US,Desktop,Google Ads,Free,1-10
U001600,2025-11-09,Canada,Desktop,Google Ads,Free,1-10
U001601,2024-08-04,US,Desktop,Organic,Basic,51-200
U001602,2024-11-22,US,Mobile,Social Media,Free,11-50
U001603,2024-09-04,Australia,Desktop,Social Media,Free,51-200
U001604,2024-12-16,Japan,Desktop,Social Media,Enterprise,201-1000
U001605,2024-03-31,US,Desktop,Google Ads,Free,51-200
U001606,2025-04-09,US,Mobile,Social Media,Free,1-10
U001607,2024-03-29,US,Desktop,Google Ads,Enterprise,201-1000
U001608,2025-09-21,US,Desktop,Email,Free,11-50
U001609,2024-09-10,Canada,Desktop,Email,Basic,11-50
U001610,2025-04-22,Germany,Desktop,Email,Free,1-10
U001611,2025-11-01,China,Desktop,Organic,Free,1-10
U001612,2025-06-29,Canada,Desktop,Organic,Pro,51-200
U001613,2025-04-18,Germany,Desktop,Organic,Pro,11-50
U001614,2024-11-23,US,Desktop,Organic,Free,1-10
U001615,2024-11-30,India,Desktop,Email,Free,1-10
U001616,2025-07-10,Canada,Desktop,Google Ads,Enterprise,11-50
U001617,2025-12-29,France,Desktop,Organic,Free,11-50
U001618,2025-07-05,US,Tablet,Organic,Basic,1-10
U001619,2025-05-03,China,Mobile,Organic,Free,1-10
U001620,2025-08-13,India,Mobile,Google Ads,Basic,11-50
U001621,2025-03-04,Canada,Mobile,Google Ads,Basic,51-200
U001622,2024-03-20,US,Tablet,Email,Basic,1-10
U001623,2025-05-06,India,Mobile,Email,Free,1-10
U001624,2025-12-11,Canada,Mobile,Organic,Free,51-200
U001625,2024-07-20,Germany,Desktop,Social Media,Free,1-10
U001626,2025-07-21,India,Desktop,Organic,Pro,1000+
U001627,2024-08-12,US,Mobile,Social Media,Basic,1-10
U001628,2025-04-19,US,Tablet,Email,Pro,11-50
U001629,2024-05-01,UK,Desktop,Google Ads,Basic,1-10
U001630,2025-02-22,Australia,Mobile,Google Ads,Basic,1-10
U001631,2025-08-27,US,Desktop,Social Media,Basic,51-200
U001632,2024-12-11,Germany,Desktop,Organic,Free,201-1000
U001633,2025-07-07,China,Desktop,Organic,Basic,201-1000
U001634,2025-09-18,US,Desktop,Social Media,Basic,51-200
U001635,2025-11-25,India,Desktop,Google Ads,Enterprise,1000+
U001636,2024-09-11,China,Mobile,Organic,Free,11-50
U001637,2025-01-18,Canada,Mobile,Google Ads,Pro,201-1000
U001638,2024-06-28,Japan,Mobile,Google Ads,Free,1-10
U001639,2025-12-28,China,Desktop,Social Media,Free,1-10
U001640,2025-11-25,US,Mobile,Google Ads,Free,11-50
U001641,2025-04-22,Australia,Desktop,Social Media,Free,51-200
U001642,2025-10-13,US,Desktop,Google Ads,Basic,11-50
U001643,2025-04-10,Brazil,Mobile,Google Ads,Free,11-50
U001644,2025-06-13,US,Desktop,Email,Free,1-10
U001645,2024-04-22,Australia,Desktop,Social Media,Enterprise,1000+
U001646,2025-08-27,China,Desktop,Social Media,Pro,1000+
U001647,2024-06-03,Brazil,Mobile,Organic,Basic,1-10
U001648,2025-10-04,US,Desktop,Organic,Free,51-200
U001649,2025-09-11,Germany,Mobile,Google Ads,Free,1-10
U001650,2025-08-01,Japan,Mobile,Email,Free,11-50
U001651,2024-02-19,Brazil,Mobile,Social Media,Pro,201-1000
U001652,2024-11-07,US,Mobile,Organic,Free,1-10
U001653,2024-10-05,Australia,Desktop,Organic,Basic,11-50
U001654,2024-12-20,Canada,Desktop,Social Media,Basic,11-50
U001655,2024-04-21,US,Desktop,Organic,Basic,1-10
U001656,2025-11-30,France,Desktop,Organic,Pro,51-200
U001657,2025-05-01,India,Mobile,Google Ads,Free,1-10
U001658,2024-11-08,Germany,Desktop,Organic,Basic,201-1000
U001659,2025-01-16,UK,Desktop,Social Media,Pro,1-10
U001660,2025-02-20,India,Mobile,Google Ads,Free,1-10
U001661,2025-05-30,China,Mobile,Organic,Free,51-200
U001662,2025-04-07,Germany,Mobile,Google Ads,Free,51-200
U001663,2025-11-22,Japan,Mobile,Google Ads,Basic,51-200
U001664,2025-03-25,China,Mobile,Google Ads,Pro,51-200
U001665,2025-12-28,China,Mobile,Social Media,Basic,1-10
U001666,2025-10-18,US,Desktop,Social Media,Enterprise,201-1000
U001667,2024-08-19,Canada,Tablet,Google Ads,Free,1-10
U001668,2025-11-27,Germany,Mobile,Google Ads,Free,11-50
U001669,2024-05-22,US,Desktop,Social Media,Free,1-10
U001670,2025-09-30,US,Desktop,Organic,Pro,51-200
U001671,2025-01-04,India,Mobile,Organic,Free,1-10
U001672,2025-10-31,Canada,Tablet,Organic,Pro,51-200
U001673,2025-10-26,UK,Desktop,Google Ads,Basic,11-50
U001674,2025-09-23,Brazil,Desktop,Organic,Enterprise,1000+
U001675,2025-09-15,US,Mobile,Social Media,Free,1-10
U001676,2024-11-08,Germany,Tablet,Google Ads,Free,1-10
U001677,2024-04-13,Australia,Desktop,Organic,Free,1-10
U001678,2025-01-20,Brazil,Desktop,Google Ads,Basic,1-10
U001679,2024-07-18,US,Mobile,Google Ads,Basic,11-50
U001680,2025-07-24,India,Desktop,Organic,Free,1-10
U001681,2024-12-10,US,Mobile,Google Ads,Pro,1-10
U001682,2025-12-20,Germany,Desktop,Google Ads,Enterprise,1000+
U001683,2025-06-23,Brazil,Desktop,Social Media,Basic,11-50
U001684,2025-10-02,Brazil,Desktop,Organic,Free,1-10
U001685,2024-06-08,US,Desktop,Social Media,Free,1-10
U001686,2025-10-23,Canada,Desktop,Email,Free,1-10
U001687,2025-11-23,India,Desktop,Google Ads,Free,1-10
U001688,2025-03-19,UK,Mobile,Organic,Free,11-50
U001689,2025-06-02,India,Desktop,Google Ads,Free,11-50
U001690,2025-09-01,Japan,Tablet,Social Media,Pro,11-50
U001691,2024-07-19,India,Desktop,Google Ads,Free,11-50
U001692,2025-03-29,India,Mobile,Google Ads,Free,1-10
U001693,2025-01-17,India,Desktop,Social Media,Basic,11-50
U001694,2024-06-22,US,Desktop,Google Ads,Enterprise,1000+
U001695,2024-12-26,France,Mobile,Google Ads,Basic,11-50
U001696,2024-03-29,India,Mobile,Google Ads,Free,1-10
U001697,2024-02-06,US,Mobile,Organic,Basic,51-200
U001698,2024-06-10,Brazil,Mobile,Google Ads,Basic,1-10
U001699,2025-12-13,Australia,Mobile,Email,Basic,1-10
U001700,2025-04-28,Australia,Desktop,Organic,Free,11-50
U001701,2025-12-15,UK,Mobile,Social Media,Pro,51-200
U001702,2025-02-10,US,Mobile,Organic,Free,11-50
U001703,2024-11-13,India,Tablet,Google Ads,Pro,11-50
U001704,2025-03-31,US,Mobile,Google Ads,Free,1-10
U001705,2025-02-15,Australia,Desktop,Organic,Enterprise,51-200
U001706,2024-05-11,US,Desktop,Email,Enterprise,201-1000
U001707,2025-06-23,US,Mobile,Organic,Free,1-10
U001708,2024-08-26,Germany,Mobile,Google Ads,Pro,51-200
U001709,2025-06-10,UK,Mobile,Social Media,Free,1-10
U001710,2025-06-28,France,Mobile,Social Media,Free,1-10
U001711,2024-06-27,Germany,Desktop,Organic,Basic,11-50
U001712,2024-03-21,US,Desktop,Organic,Enterprise,1000+
U001713,2025-09-10,US,Desktop,Google Ads,Basic,51-200
U001714,2025-03-01,India,Mobile,Google Ads,Free,1000+
U001715,2024-03-18,US,Mobile,Organic,Basic,11-50
U001716,2025-12-29,Japan,Desktop,Organic,Enterprise,11-50
U001717,2024-03-17,India,Mobile,Organic,Basic,11-50
U001718,2025-07-24,China,Desktop,Google Ads,Free,11-50
U001719,2025-12-24,Australia,Desktop,Google Ads,Free,1-10
U001720,2024-09-15,Canada,Mobile,Organic,Free,1-10
U001721,2024-06-18,Australia,Desktop,Google Ads,Basic,1-10
U001722,2024-05-27,US,Mobile,Organic,Free,1-10
U001723,2024-11-07,US,Mobile,Email,Free,1-10
U001724,2024-05-06,UK,Mobile,Email,Basic,1-10
U001725,2025-07-23,Canada,Desktop,Google Ads,Free,1-10
U001726,2024-03-22,Australia,Desktop,Email,Free,1-10
U001727,2025-04-03,Canada,Mobile,Google Ads,Free,1-10
U001728,2025-12-30,US,Mobile,Google Ads,Free,11-50
U001729,2025-09-28,Australia,Mobile,Google Ads,Free,1-10
U001730,2025-06-08,Germany,Desktop,Social Media,Basic,51-200
U001731,2024-11-09,US,Desktop,Organic,Enterprise,11-50
U001732,2025-06-13,Germany,Mobile,Social Media,Free,1-10
U001733,2025-04-14,US,Mobile,Google Ads,Free,1-10
U001734,2025-02-06,India,Desktop,Organic,Pro,1000+
U001735,2024-06-06,UK,Desktop,Organic,Pro,51-200
U001736,2025-11-05,Germany,Mobile,Social Media,Basic,1-10
U001737,2025-02-22,Japan,Desktop,Organic,Enterprise,201-1000
U001738,2024-08-07,Canada,Desktop,Google Ads,Pro,51-200
U001739,2024-12-26,China,Desktop,Email,Free,1-10
U001740,2025-01-28,Germany,Desktop,Google Ads,Pro,11-50
U001741,2025-10-05,France,Mobile,Google Ads,Free,1-10
U001742,2025-08-15,Canada,Desktop,Google Ads,Free,1-10
U001743,2025-09-04,US,Desktop,Social Media,Free,11-50
U001744,2024-01-16,India,Desktop,Organic,Free,1-10
U001745,2025-01-30,US,Desktop,Email,Free,1-10
U001746,2025-03-15,US,Mobile,Organic,Free,51-200
U001747,2024-01-28,China,Desktop,Organic,Free,11-50
U001748,2024-10-02,Canada,Mobile,Google Ads,Basic,11-50
U001749,2025-08-30,US,Desktop,Organic,Enterprise,11-50
U001750,2024-06-12,France,Desktop,Social Media,Basic,11-50
U001751,2025-04-19,Canada,Desktop,Organic,Enterprise,201-1000
U001752,2024-08-25,Canada,Desktop,Organic,Free,51-200
U001753,2024-01-18,US,Mobile,Organic,Pro,1-10
U001754,2024-09-17,Canada,Desktop,Organic,Basic,1-10
U001755,2025-12-20,UK,Mobile,Google Ads,Free,51-200
U001756,2025-09-21,India,Desktop,Google Ads,Free,201-1000
U001757,2025-12-12,US,Desktop,Social Media,Free,1-10
U001758,2025-03-19,US,Desktop,Email,Free,11-50
U001759,2024-05-15,China,Mobile,Organic,Free,1-10
U001760,2025-04-27,Germany,Desktop,Social Media,Free,11-50
U001761,2025-02-25,US,Desktop,Organic,Free,51-200
U001762,2025-10-14,US,Desktop,Google Ads,Free,1-10
U001763,2024-05-02,China,Desktop,Social Media,Enterprise,51-200
U001764,2025-03-20,US,Tablet,Google Ads,Free,1-10
U001765,2024-06-25,France,Desktop,Google Ads,Free,1-10
U001766,2024-11-23,US,Mobile,Social Media,Basic,1-10
U001767,2025-08-17,US,Mobile,Google Ads,Basic,51-200
U001768,2025-03-12,UK,Desktop,Email,Free,1-10
U001769,2025-01-01,India,Desktop,Organic,Enterprise,201-1000
U001770,2025-01-14,UK,Mobile,Social Media,Free,11-50
U001771,2025-02-28,UK,Desktop,Google Ads,Free,1-10
U001772,2025-09-12,Australia,Desktop,Google Ads,Free,1-10
U001773,2025-11-08,Japan,Mobile,Organic,Basic,1-10
U001774,2025-12-10,US,Mobile,Social Media,Free,1-10
U001775,2025-09-13,Germany,Mobile,Social Media,Basic,1-10
U001776,2024-11-16,Canada,Mobile,Social Media,Free,11-50
U001777,2025-07-20,UK,Desktop,Organic,Pro,11-50
U001778,2025-02-14,US,Desktop,Email,Free,11-50
U001779,2024-09-28,Brazil,Desktop,Google Ads,Basic,11-50
U001780,2025-10-12,Japan,Mobile,Social Media,Basic,11-50
U001781,2024-02-22,India,Tablet,Google Ads,Basic,1-10
U001782,2025-11-13,US,Desktop,Email,Free,1-10
U001783,2025-03-02,US,Desktop,Organic,Pro,201-1000
U001784,2025-06-21,Japan,Desktop,Organic,Pro,1-10
U001785,2025-07-04,US,Mobile,Social Media,Free,1-10
U001786,2025-11-09,India,Mobile,Google Ads,Pro,51-200
U001787,2025-06-20,India,Desktop,Organic,Pro,201-1000
U001788,2025-06-07,US,Tablet,Email,Free,1-10
U001789,2024-03-28,Australia,Mobile,Social Media,Free,11-50
U001790,2025-04-08,France,Desktop,Social Media,Basic,11-50
U001791,2024-06-25,China,Tablet,Organic,Free,1-10
U001792,2025-08-17,US,Desktop,Organic,Basic,11-50
U001793,2025-04-04,US,Desktop,Google Ads,Free,11-50
U001794,2025-07-16,India,Desktop,Email,Basic,1000+
U001795,2024-02-26,US,Mobile,Social Media,Free,1-10
U001796,2024-04-18,Australia,Mobile,Email,Basic,11-50
U001797,2025-08-05,US,Desktop,Google Ads,Free,1-10
U001798,2024-04-03,India,Tablet,Social Media,Free,1-10
U001799,2024-04-02,UK,Desktop,Google Ads,Pro,51-200
U001800,2024-01-18,Japan,Mobile,Social Media,Basic,1-10
U001801,2025-12-10,US,Mobile,Google Ads,Free,1-10
U001802,2025-08-17,Germany,Desktop,Organic,Basic,1-10
U001803,2024-12-15,US,Desktop,Google Ads,Free,1-10
U001804,2024-11-01,Canada,Mobile,Organic,Basic,11-50
U001805,2024-12-12,US,Desktop,Google Ads,Free,1-10
U001806,2025-09-07,Canada,Mobile,Google Ads,Basic,11-50
U001807,2025-07-05,France,Desktop,Organic,Basic,1-10
U001808,2024-07-29,US,Mobile,Social Media,Free,11-50
U001809,2024-07-19,Brazil,Desktop,Social Media,Free,51-200
U001810,2024-05-03,US,Desktop,Google Ads,Free,1-10
U001811,2025-07-04,Australia,Desktop,Organic,Basic,11-50
U001812,2025-09-01,India,Mobile,Google Ads,Free,11-50
U001813,2024-10-07,UK,Desktop,Organic,Basic,11-50
U001814,2024-01-30,UK,Desktop,Organic,Pro,51-200
U001815,2024-04-15,US,Tablet,Organic,Free,11-50
U001816,2025-12-16,Australia,Mobile,Organic,Pro,1-10
U001817,2024-10-31,US,Desktop,Google Ads,Free,1-10
U001818,2025-09-04,Japan,Tablet,Email,Free,1-10
U001819,2025-06-13,Germany,Mobile,Social Media,Basic,1-10
U001820,2025-01-05,Australia,Desktop,Social Media,Pro,51-200
U001821,2024-08-17,US,Desktop,Organic,Basic,11-50
U001822,2024-05-27,India,Mobile,Google Ads,Basic,51-200
U001823,2025-06-07,India,Mobile,Organic,Pro,11-50
U001824,2025-09-07,China,Desktop,Google Ads,Pro,1000+
U001825,2025-06-25,US,Desktop,Email,Free,11-50
U001826,2025-04-16,US,Desktop,Organic,Pro,51-200
U001827,2024-02-26,US,Mobile,Google Ads,Basic,1-10
U001828,2025-12-16,China,Desktop,Organic,Pro,51-200
U001829,2025-09-20,US,Desktop,Social Media,Pro,201-1000
U001830,2024-10-29,India,Mobile,Organic,Enterprise,201-1000
U001831,2025-12-22,US,Mobile,Social Media,Free,11-50
U001832,2025-05-30,Canada,Desktop,Organic,Free,1-10
U001833,2025-05-19,Australia,Desktop,Social Media,Basic,11-50
U001834,2025-08-23,India,Desktop,Social Media,Free,1-10
U001835,2025-09-27,UK,Desktop,Social Media,Free,11-50
U001836,2025-07-02,US,Tablet,Google Ads,Basic,11-50
U001837,2024-06-03,US,Mobile,Email,Free,1-10
U001838,2024-12-04,US,Desktop,Social Media,Pro,51-200
U001839,2025-11-26,Japan,Desktop,Organic,Pro,201-1000
U001840,2024-09-02,India,Desktop,Organic,Basic,51-200
U001841,2024-12-29,Australia,Mobile,Email,Basic,11-50
U001842,2025-02-10,UK,Desktop,Google Ads,Free,51-200
U001843,2025-02-15,China,Mobile,Social Media,Pro,1-10
U001844,2025-06-06,India,Mobile,Organic,Pro,1-10
U001845,2025-12-03,India,Desktop,Social Media,Free,1-10
U001846,2024-09-16,US,Mobile,Organic,Free,1-10
U001847,2024-05-27,Germany,Mobile,Email,Free,1-10
U001848,2024-08-09,Germany,Mobile,Email,Basic,11-50
U001849,2025-11-05,China,Tablet,Organic,Pro,51-200
U001850,2025-06-26,Australia,Desktop,Social Media,Free,11-50
U001851,2024-10-24,UK,Desktop,Organic,Basic,11-50
U001852,2025-09-29,US,Mobile,Social Media,Free,11-50
U001853,2025-10-23,India,Mobile,Email,Free,1-10
U001854,2025-10-15,India,Tablet,Social Media,Enterprise,201-1000
U001855,2025-11-21,US,Desktop,Social Media,Free,1-10
U001856,2024-09-26,Brazil,Mobile,Organic,Pro,1000+
U001857,2025-08-27,Australia,Desktop,Google Ads,Pro,11-50
U001858,2025-03-01,Australia,Desktop,Google Ads,Enterprise,11-50
U001859,2025-10-13,US,Desktop,Social Media,Free,11-50
U001860,2025-08-12,Canada,Desktop,Organic,Free,11-50
U001861,2025-09-08,China,Desktop,Social Media,Free,1-10
U001862,2025-07-02,Germany,Mobile,Email,Free,1-10
U001863,2024-07-22,India,Desktop,Social Media,Pro,1-10
U001864,2025-04-25,France,Desktop,Social Media,Free,201-1000
U001865,2025-12-24,India,Desktop,Social Media,Pro,11-50
U001866,2025-12-01,UK,Desktop,Google Ads,Free,1-10
U001867,2024-02-28,India,Tablet,Social Media,Free,1-10
U001868,2024-07-10,India,Desktop,Organic,Basic,11-50
U001869,2024-06-07,US,Desktop,Google Ads,Free,1-10
U001870,2025-08-11,Canada,Mobile,Google Ads,Free,11-50
U001871,2025-09-30,China,Mobile,Google Ads,Free,51-200
U001872,2024-08-24,Japan,Mobile,Email,Basic,1-10
U001873,2025-03-31,US,Mobile,Social Media,Basic,11-50
U001874,2025-10-12,Japan,Tablet,Organic,Free,1-10
U001875,2025-08-15,US,Desktop,Email,Basic,11-50
U001876,2025-04-24,US,Tablet,Social Media,Basic,1-10
U001877,2025-05-23,India,Mobile,Google Ads,Free,1-10
U001878,2025-04-02,Germany,Mobile,Google Ads,Basic,11-50
U001879,2024-11-02,India,Mobile,Social Media,Basic,1-10
U001880,2025-05-08,US,Mobile,Organic,Basic,51-200
U001881,2025-07-21,Germany,Desktop,Google Ads,Basic,11-50
U001882,2025-10-29,US,Desktop,Google Ads,Basic,51-200
U001883,2025-06-20,Australia,Tablet,Google Ads,Free,51-200
U001884,2025-08-30,India,Desktop,Social Media,Enterprise,1000+
U001885,2024-07-05,China,Desktop,Organic,Free,1-10
U001886,2025-03-02,UK,Mobile,Organic,Pro,51-200
U001887,2024-01-14,US,Desktop,Social Media,Free,1-10
U001888,2024-09-21,Australia,Desktop,Social Media,Free,11-50
U001889,2025-08-11,US,Mobile,Email,Free,1-10
U001890,2025-12-28,Germany,Mobile,Google Ads,Free,51-200
U001891,2024-05-04,Japan,Desktop,Google Ads,Pro,11-50
U001892,2025-01-19,US,Tablet,Social Media,Free,1-10
U001893,2025-09-20,France,Desktop,Organic,Pro,11-50
U001894,2024-08-15,India,Desktop,Email,Free,11-50
U001895,2025-05-02,US,Desktop,Social Media,Free,1-10
U001896,2025-08-15,US,Mobile,Organic,Free,1-10
U001897,2025-06-08,US,Desktop,Social Media,Pro,51-200
U001898,2024-08-01,Canada,Desktop,Email,Basic,1-10
U001899,2024-12-17,China,Mobile,Email,Free,1-10
U001900,2025-09-12,US,Desktop,Organic,Enterprise,201-1000
U001901,2025-05-01,US,Mobile,Email,Free,1-10
U001902,2024-01-08,China,Mobile,Organic,Pro,51-200
U001903,2025-08-30,India,Tablet,Organic,Free,201-1000
U001904,2024-02-18,Germany,Mobile,Google Ads,Free,201-1000
U001905,2025-08-22,UK,Desktop,Email,Free,1-10
U001906,2024-08-14,US,Desktop,Google Ads,Free,1-10
U001907,2025-12-11,China,Mobile,Google Ads,Free,1-10
U001908,2024-12-26,Australia,Mobile,Google Ads,Free,1000+
U001909,2024-11-25,US,Desktop,Google Ads,Basic,1-10
U001910,2024-06-24,India,Mobile,Email,Free,1-10
U001911,2024-11-09,Germany,Desktop,Google Ads,Enterprise,1-10
U001912,2025-10-31,Germany,Tablet,Email,Basic,11-50
U001913,2025-12-30,US,Tablet,Email,Free,1-10
U001914,2024-12-26,France,Tablet,Organic,Free,11-50
U001915,2025-02-21,India,Mobile,Google Ads,Free,1-10
U001916,2025-08-09,India,Tablet,Social Media,Free,1-10
U001917,2025-11-05,UK,Desktop,Social Media,Basic,1-10
U001918,2025-05-25,US,Mobile,Google Ads,Free,11-50
U001919,2025-01-12,US,Mobile,Organic,Free,1-10
U001920,2025-01-27,China,Tablet,Social Media,Pro,11-50
U001921,2025-07-25,US,Mobile,Email,Free,11-50
U001922,2024-01-05,China,Desktop,Organic,Free,51-200
U001923,2025-06-10,UK,Mobile,Social Media,Free,1-10
U001924,2024-12-17,Germany,Mobile,Email,Basic,11-50
U001925,2025-09-17,Germany,Desktop,Social Media,Basic,11-50
U001926,2024-04-27,UK,Desktop,Social Media,Free,51-200
U001927,2025-05-22,US,Mobile,Social Media,Free,1-10
U001928,2025-03-15,UK,Desktop,Social Media,Free,1-10
U001929,2025-06-24,China,Desktop,Google Ads,Free,1-10
U001930,2024-03-26,China,Desktop,Google Ads,Pro,1-10
U001931,2025-05-17,US,Tablet,Social Media,Free,1-10
U001932,2025-05-06,Germany,Mobile,Google Ads,Free,201-1000
U001933,2025-05-05,US,Desktop,Social Media,Free,1-10
U001934,2025-05-31,US,Mobile,Social Media,Basic,201-1000
U001935,2025-07-14,US,Mobile,Google Ads,Free,1-10
U001936,2025-09-23,Canada,Desktop,Google Ads,Free,51-200
U001937,2024-10-11,US,Desktop,Google Ads,Basic,11-50
U001938,2025-10-04,US,Mobile,Organic,Free,1-10
U001939,2025-03-26,US,Desktop,Organic,Free,1-10
U001940,2024-04-09,US,Mobile,Organic,Free,1-10
U001941,2024-03-18,Japan,Desktop,Organic,Pro,51-200
U001942,2024-12-01,US,Desktop,Google Ads,Enterprise,201-1000
U001943,2025-09-12,US,Tablet,Organic,Free,1-10
U001944,2025-07-31,Japan,Desktop,Google Ads,Free,11-50
U001945,2025-09-14,UK,Mobile,Organic,Free,11-50
U001946,2025-04-08,China,Desktop,Social Media,Pro,11-50
U001947,2025-02-15,India,Desktop,Social Media,Basic,201-1000
U001948,2024-06-23,US,Desktop,Organic,Pro,1000+
U001949,2024-11-26,Japan,Desktop,Email,Basic,1-10
U001950,2025-02-11,US,Desktop,Organic,Enterprise,1-10
U001951,2024-04-22,India,Desktop,Social Media,Enterprise,201-1000
U001952,2024-08-30,Germany,Mobile,Google Ads,Basic,11-50
U001953,2025-05-28,US,Mobile,Google Ads,Free,1-10
U001954,2025-08-16,Japan,Desktop,Organic,Free,1-10
U001955,2025-12-31,Canada,Mobile,Social Media,Free,11-50
U001956,2025-11-28,Australia,Desktop,Google Ads,Basic,11-50
U001957,2025-06-24,Japan,Desktop,Email,Free,1-10
U001958,2025-02-02,Germany,Mobile,Email,Free,51-200
U001959,2025-06-20,US,Desktop,Social Media,Pro,51-200
U001960,2025-09-13,US,Desktop,Email,Free,1-10
U001961,2024-05-24,Germany,Desktop,Organic,Pro,51-200
U001962,2025-01-25,UK,Mobile,Organic,Free,1-10
U001963,2025-10-11,Canada,Mobile,Google Ads,Free,1-10
U001964,2025-01-07,UK,Desktop,Organic,Free,1-10
U001965,2025-05-12,UK,Desktop,Organic,Enterprise,11-50
U001966,2025-05-22,UK,Mobile,Organic,Free,1-10
U001967,2024-07-28,France,Mobile,Social Media,Free,1-10
U001968,2024-12-22,Japan,Desktop,Google Ads,Free,11-50
U001969,2024-12-01,Japan,Desktop,Google Ads,Basic,11-50
U001970,2024-02-06,UK,Desktop,Organic,Free,1-10
U001971,2024-02-03,France,Desktop,Social Media,Enterprise,11-50
U001972,2025-10-07,US,Mobile,Email,Free,11-50
U001973,2024-10-13,Canada,Desktop,Google Ads,Free,1-10
U001974,2025-04-08,India,Desktop,Social Media,Pro,11-50
U001975,2024-11-03,UK,Tablet,Email,Free,1-10
U001976,2025-12-02,India,Mobile,Google Ads,Basic,51-200
U001977,2024-10-02,China,Mobile,Organic,Free,11-50
U001978,2025-02-08,US,Desktop,Organic,Enterprise,1000+
U001979,2025-10-29,Canada,Mobile,Organic,Basic,1-10
