subscription_id,user_id,payment_date,amount,subscription_type,payment_status
S001999,U001327,2025-01-23,34.91,Monthly,Success
S002000,U001327,2025-02-22,36.23,Monthly,Success
S002001,U001327,2025-03-23,33.61,Monthly,Success
S002002,U001328,2025-09-16,36.23,Monthly,Failed
S002003,U001328,2025-10-15,33.28,Monthly,Success
S002004,U001328,2025-11-15,36.51,Monthly,Success
S002005,U001332,2025-08-08,11.45,Monthly,Success
S002006,U001332,2025-09-06,11.86,Monthly,Success
S002007,U001333,2024-09-06,12.33,Monthly,Success
S002008,U001333,2024-10-06,12.24,Monthly,Success
S002009,U001333,2024-11-07,11.72,Monthly,Success
S002010,U001333,2024-12-05,11.95,Monthly,Success
S002011,U001335,2025-12-19,1012.76,Annual,Success
S002012,U001336,2025-06-29,1026.6,Annual,Success
S002013,U001337,2024-08-11,12.18,Monthly,Success
S002014,U001337,2024-09-11,12.33,Monthly,Success
S002015,U001338,2025-07-18,33.43,Monthly,Success
S002016,U001338,2025-08-17,34.05,Monthly,Success
S002017,U001342,2025-03-03,11.68,Monthly,Success
S002018,U001342,2025-04-02,12.56,Monthly,Success
S002019,U001342,2025-05-04,12.33,Monthly,Success
S002020,U001342,2025-06-03,11.95,Monthly,Success
S002021,U001343,2025-10-30,955.65,Annual,Failed
S002022,U001344,2025-08-17,343.27,Annual,Success
S002023,U001345,2025-08-26,358.25,Annual,Success
S002024,U001347,2024-12-11,12.01,Monthly,Success
S002025,U001347,2025-01-09,12.23,Monthly,Success
S002026,U001350,2024-02-25,116.31,Annual,Success
S002027,U001356,2025-11-03,355.66,Annual,Success
S002028,U001359,2024-10-17,34.57,Monthly,Success
S002029,U001359,2024-11-17,34.12,Monthly,Success
S002030,U001359,2024-12-16,33.61,Monthly,Success
S002031,U001359,2025-01-14,35.3,Monthly,Success
S002032,U001360,2025-05-26,98.24,Monthly,Success
S002033,U001360,2025-06-25,99.99,Monthly,Success
S002034,U001361,2025-11-19,11.45,Monthly,Success
S002035,U001364,2025-06-19,945.42,Annual,Success
S002036,U001365,2025-08-16,11.94,Monthly,Success
S002037,U001365,2025-09-16,11.85,Monthly,Success
S002038,U001365,2025-10-16,12.45,Monthly,Success
S002039,U001365,2025-11-13,11.87,Monthly,Success
S002040,U001366,2024-06-09,11.53,Monthly,Success
S002041,U001366,2024-07-08,11.92,Monthly,Success
S002042,U001366,2024-08-07,12.09,Monthly,Success
S002043,U001366,2024-09-06,12.35,Monthly,Success
S002044,U001366,2024-10-05,12.32,Monthly,Success
S002045,U001366,2024-11-05,11.43,Monthly,Success
S002046,U001366,2024-12-04,11.77,Monthly,Success
S002047,U001366,2025-01-05,11.57,Monthly,Failed
S002048,U001366,2025-02-02,11.41,Monthly,Success
S002049,U001370,2024-09-15,11.96,Monthly,Success
S002050,U001370,2024-10-14,11.93,Monthly,Success
S002051,U001370,2024-11-15,12.5,Monthly,Refunded
S002052,U001372,2024-07-29,972.0,Annual,Success
S002053,U001372,2025-07-29,1037.2,Annual,Success
S002054,U001374,2025-03-22,36.73,Monthly,Success
S002055,U001374,2025-04-23,36.38,Monthly,Success
S002056,U001374,2025-05-23,35.24,Monthly,Success
S002057,U001374,2025-06-21,35.59,Monthly,Success
S002058,U001374,2025-07-22,33.85,Monthly,Success
S002059,U001374,2025-08-21,35.12,Monthly,Success
S002060,U001374,2025-09-19,36.35,Monthly,Success
S002061,U001378,2025-04-06,34.43,Monthly,Success
S002062,U001378,2025-05-08,34.35,Monthly,Success
S002063,U001378,2025-06-05,36.71,Monthly,Success
S002064,U001378,2025-07-05,33.29,Monthly,Success
S002065,U001378,2025-08-04,36.61,Monthly,Success
S002066,U001378,2025-09-05,35.05,Monthly,Success
S002067,U001378,2025-10-04,35.41,Monthly,Success
S002068,U001379,2024-12-22,12.6,Monthly,Success
S002069,U001379,2025-01-20,12.31,Monthly,Success
S002070,U001379,2025-02-18,12.39,Monthly,Success
S002071,U001381,2024-07-09,985.22,Annual,Success
S002072,U001383,2025-12-22,942.81,Annual,Success
S002073,U001384,2024-10-01,33.37,Monthly,Success
S002074,U001384,2024-11-01,34.96,Monthly,Success
S002075,U001384,2024-12-02,35.66,Monthly,Success
S002076,U001384,2024-12-31,35.71,Monthly,Failed
S002077,U001384,2025-01-29,34.12,Monthly,Success
S002078,U001385,2025-07-07,949.8,Annual,Success
S002079,U001388,2024-06-09,1010.7,Annual,Success
S002080,U001391,2024-09-16,367.17,Annual,Success
S002081,U001391,2025-09-18,336.45,Annual,Success
S002082,U001393,2024-07-14,12.08,Monthly,Success
S002083,U001393,2024-08-13,11.8,Monthly,Success
S002084,U001393,2024-09-14,12.29,Monthly,Success
S002085,U001393,2024-10-13,12.2,Monthly,Success
S002086,U001393,2024-11-13,11.64,Monthly,Success
S002087,U001394,2025-04-12,115.23,Annual,Success
S002088,U001395,2024-12-05,34.39,Monthly,Success
S002089,U001395,2025-01-03,36.3,Monthly,Success
S002090,U001395,2025-02-01,33.51,Monthly,Success
S002091,U001395,2025-03-03,34.87,Monthly,Success
S002092,U001399,2025-06-10,12.29,Monthly,Refunded
S002093,U001399,2025-07-10,12.03,Monthly,Success
S002094,U001399,2025-08-10,12.29,Monthly,Success
S002095,U001399,2025-09-07,11.53,Monthly,Success
S002096,U001401,2024-07-14,11.42,Monthly,Success
S002097,U001401,2024-08-13,12.27,Monthly,Success
S002098,U001401,2024-09-11,11.92,Monthly,Success
S002099,U001401,2024-10-11,12.5,Monthly,Success
S002100,U001401,2024-11-11,12.13,Monthly,Success
S002101,U001402,2024-07-13,12.52,Monthly,Success
S002102,U001402,2024-08-11,12.07,Monthly,Success
S002103,U001402,2024-09-11,12.1,Monthly,Success
S002104,U001402,2024-10-11,11.73,Monthly,Success
S002105,U001402,2024-11-09,12.28,Monthly,Success
S002106,U001402,2024-12-11,11.75,Monthly,Success
S002107,U001402,2025-01-08,11.75,Monthly,Success
S002108,U001402,2025-02-07,12.1,Monthly,Success
S002109,U001402,2025-03-10,12.04,Monthly,Success
S002110,U001402,2025-04-10,11.44,Monthly,Success
S002111,U001403,2024-02-22,11.63,Monthly,Success
S002112,U001403,2024-03-21,12.19,Monthly,Success
S002113,U001404,2025-08-18,338.5,Annual,Success
S002114,U001407,2025-10-14,34.22,Monthly,Success
S002115,U001407,2025-11-13,34.08,Monthly,Success
S002116,U001408,2025-09-25,33.52,Monthly,Success
S002117,U001408,2025-10-23,36.65,Monthly,Success
S002118,U001413,2024-10-13,35.08,Monthly,Success
S002119,U001413,2024-11-10,34.75,Monthly,Success
S002120,U001414,2024-03-21,339.63,Annual,Success
S002121,U001414,2025-03-18,363.43,Annual,Success
S002122,U001415,2025-04-19,12.08,Monthly,Success
S002123,U001415,2025-05-19,11.94,Monthly,Success
S002124,U001415,2025-06-17,12.35,Monthly,Success
S002125,U001415,2025-07-18,11.48,Monthly,Success
S002126,U001415,2025-08-15,11.54,Monthly,Success
S002127,U001415,2025-09-14,12.41,Monthly,Success
S002128,U001415,2025-10-16,11.54,Monthly,Success
S002129,U001416,2025-12-05,348.61,Annual,Success
S002130,U001417,2024-02-24,966.94,Annual,Success
S002131,U001417,2025-02-24,1019.81,Annual,Success
S002132,U001418,2024-05-30,361.88,Annual,Success
S002133,U001419,2025-02-24,11.44,Monthly,Success
S002134,U001419,2025-03-26,12.0,Monthly,Success
S002135,U001419,2025-04-26,12.17,Monthly,Success
S002136,U001419,2025-05-27,11.48,Monthly,Success
S002137,U001419,2025-06-24,12.38,Monthly,Failed
S002138,U001419,2025-07-26,12.02,Monthly,Success
S002139,U001419,2025-08-24,12.38,Monthly,Success
S002140,U001420,2025-11-30,125.15,Annual,Success
S002141,U001424,2024-06-24,11.9,Monthly,Success
S002142,U001424,2024-07-25,12.45,Monthly,Success
S002143,U001425,2025-12-26,341.99,Annual,Success
S002144,U001426,2025-12-15,345.63,Annual,Success
S002145,U001428,2025-12-09,11.46,Monthly,Success
S002146,U001431,2025-02-27,12.37,Monthly,Success
S002147,U001431,2025-03-28,12.47,Monthly,Success
S002148,U001432,2025-04-07,11.56,Monthly,Success
S002149,U001440,2025-07-13,12.04,Monthly,Success
S002150,U001440,2025-08-12,11.47,Monthly,Success
S002151,U001440,2025-09-12,11.84,Monthly,Success
S002152,U001440,2025-10-10,12.0,Monthly,Success
S002153,U001440,2025-11-10,12.23,Monthly,Success
S002154,U001441,2025-12-19,35.06,Monthly,Success
S002155,U001442,2024-04-30,35.95,Monthly,Success
S002156,U001442,2024-05-28,34.35,Monthly,Success
S002157,U001442,2024-06-29,35.82,Monthly,Success
S002158,U001442,2024-07-27,36.59,Monthly,Success
S002159,U001442,2024-08-28,36.1,Monthly,Success
S002160,U001442,2024-09-27,36.37,Monthly,Success
S002161,U001442,2024-10-26,36.07,Monthly,Success
S002162,U001442,2024-11-24,36.23,Monthly,Success
S002163,U001442,2024-12-25,34.21,Monthly,Success
S002164,U001442,2025-01-24,34.23,Monthly,Success
S002165,U001442,2025-02-24,33.77,Monthly,Success
S002166,U001442,2025-03-26,33.55,Monthly,Success
S002167,U001442,2025-04-23,36.53,Monthly,Success
S002168,U001442,2025-05-23,36.45,Monthly,Failed
S002169,U001443,2025-07-12,342.32,Annual,Success
S002170,U001444,2025-02-19,365.14,Annual,Success
S002171,U001445,2025-10-28,103.22,Monthly,Success
S002172,U001445,2025-11-25,98.78,Monthly,Success
S002173,U001446,2024-07-21,11.52,Monthly,Success
S002174,U001446,2024-08-22,11.6,Monthly,Success
S002175,U001446,2024-09-21,11.91,Monthly,Success
S002176,U001446,2024-10-20,11.96,Monthly,Failed
S002177,U001446,2024-11-20,11.54,Monthly,Success
S002178,U001446,2024-12-20,11.94,Monthly,Success
S002179,U001446,2025-01-19,12.25,Monthly,Success
S002180,U001447,2025-07-24,12.38,Monthly,Success
S002181,U001449,2025-12-07,346.97,Annual,Success
S002182,U001452,2025-06-13,990.96,Annual,Success
S002183,U001454,2025-05-16,973.65,Annual,Success
S002184,U001455,2024-02-13,11.79,Monthly,Success
S002185,U001455,2024-03-13,11.51,Monthly,Success
S002186,U001455,2024-04-12,12.4,Monthly,Success
S002187,U001457,2025-07-25,345.32,Annual,Success
S002188,U001458,2025-07-17,353.78,Annual,Success
S002189,U001460,2025-07-03,36.72,Monthly,Success
S002190,U001460,2025-08-02,34.27,Monthly,Success
S002191,U001461,2025-01-18,344.94,Annual,Success
S002192,U001467,2025-12-26,121.22,Annual,Success
S002193,U001468,2025-01-25,11.92,Monthly,Success
S002194,U001468,2025-02-22,11.62,Monthly,Success
S002195,U001468,2025-03-24,12.23,Monthly,Success
S002196,U001468,2025-04-25,12.5,Monthly,Success
S002197,U001468,2025-05-25,11.45,Monthly,Success
S002198,U001468,2025-06-24,11.56,Monthly,Failed
S002199,U001468,2025-07-22,12.16,Monthly,Success
S002200,U001469,2025-10-28,34.67,Monthly,Success
S002201,U001469,2025-11-27,36.37,Monthly,Success
S002202,U001471,2025-05-12,123.93,Annual,Success
S002203,U001472,2025-08-20,12.34,Monthly,Success
S002204,U001472,2025-09-19,11.73,Monthly,Success
S002205,U001473,2025-11-02,101.6,Monthly,Success
S002206,U001473,2025-12-01,95.05,Monthly,Success
S002207,U001476,2025-07-10,103.21,Monthly,Success
S002208,U001476,2025-08-09,103.24,Monthly,Success
S002209,U001476,2025-09-06,94.8,Monthly,Success
S002210,U001476,2025-10-07,98.38,Monthly,Success
S002211,U001476,2025-11-06,96.65,Monthly,Success
S002212,U001479,2025-09-21,11.42,Monthly,Success
S002213,U001480,2025-02-14,11.82,Monthly,Success
S002214,U001480,2025-03-14,12.15,Monthly,Success
S002215,U001480,2025-04-13,12.27,Monthly,Success
S002216,U001480,2025-05-14,12.42,Monthly,Success
S002217,U001480,2025-06-13,11.67,Monthly,Success
S002218,U001480,2025-07-12,12.07,Monthly,Success
S002219,U001483,2025-04-25,12.38,Monthly,Success
S002220,U001483,2025-05-26,11.99,Monthly,Success
S002221,U001483,2025-06-25,11.86,Monthly,Success
S002222,U001483,2025-07-25,11.53,Monthly,Success
S002223,U001484,2024-01-09,985.67,Annual,Success
S002224,U001484,2025-01-12,942.99,Annual,Success
S002225,U001487,2025-01-16,11.99,Monthly,Success
S002226,U001487,2025-02-16,12.23,Monthly,Success
S002227,U001487,2025-03-17,12.51,Monthly,Success
S002228,U001487,2025-04-16,12.16,Monthly,Success
S002229,U001487,2025-05-16,12.04,Monthly,Success
S002230,U001487,2025-06-14,11.59,Monthly,Success
S002231,U001487,2025-07-16,12.43,Monthly,Success
S002232,U001487,2025-08-14,12.58,Monthly,Success
S002233,U001487,2025-09-13,11.48,Monthly,Success
S002234,U001487,2025-10-14,12.39,Monthly,Success
S002235,U001489,2025-01-10,12.53,Monthly,Success
S002236,U001489,2025-02-10,11.44,Monthly,Success
S002237,U001489,2025-03-11,11.74,Monthly,Success
S002238,U001489,2025-04-12,11.5,Monthly,Success
S002239,U001489,2025-05-12,12.49,Monthly,Failed
S002240,U001489,2025-06-11,12.38,Monthly,Success
S002241,U001490,2025-02-21,11.7,Monthly,Success
S002242,U001490,2025-03-23,11.95,Monthly,Success
S002243,U001490,2025-04-23,12.07,Monthly,Success
S002244,U001491,2024-09-15,33.67,Monthly,Success
S002245,U001491,2024-10-14,34.44,Monthly,Success
S002246,U001491,2024-11-15,36.23,Monthly,Success
S002247,U001491,2024-12-15,33.49,Monthly,Success
S002248,U001491,2025-01-14,33.26,Monthly,Success
S002249,U001491,2025-02-13,35.28,Monthly,Success
S002250,U001491,2025-03-13,33.61,Monthly,Success
S002251,U001491,2025-04-13,35.2,Monthly,Success
S002252,U001491,2025-05-13,36.22,Monthly,Success
S002253,U001491,2025-06-13,33.94,Monthly,Success
S002254,U001491,2025-07-13,34.0,Monthly,Success
S002255,U001491,2025-08-12,36.61,Monthly,Success
S002256,U001491,2025-09-10,34.85,Monthly,Success
S002257,U001492,2024-12-30,34.51,Monthly,Success
S002258,U001493,2024-09-09,989.38,Annual,Success
S002259,U001494,2024-04-06,11.63,Monthly,Success
S002260,U001494,2024-05-06,11.41,Monthly,Success
S002261,U001494,2024-06-05,11.62,Monthly,Success
S002262,U001494,2024-07-04,11.6,Monthly,Success
S002263,U001494,2024-08-02,11.63,Monthly,Success
S002264,U001494,2024-09-01,12.49,Monthly,Success
S002265,U001494,2024-10-03,12.54,Monthly,Failed
S002266,U001494,2024-11-02,12.6,Monthly,Success
S002267,U001494,2024-11-30,12.19,Monthly,Success
S002268,U001494,2024-12-30,12.15,Monthly,Success
S002269,U001494,2025-01-30,11.42,Monthly,Success
S002270,U001494,2025-03-02,11.56,Monthly,Success
S002271,U001495,2025-05-31,99.61,Monthly,Success
S002272,U001497,2025-06-11,11.66,Monthly,Success
S002273,U001497,2025-07-12,11.93,Monthly,Success
S002274,U001497,2025-08-10,12.08,Monthly,Success
S002275,U001497,2025-09-09,12.41,Monthly,Success
S002276,U001497,2025-10-10,11.48,Monthly,Success
S002277,U001497,2025-11-09,12.1,Monthly,Success
S002278,U001498,2025-03-04,11.51,Monthly,Success
S002279,U001498,2025-04-02,12.4,Monthly,Success
S002280,U001498,2025-05-02,12.28,Monthly,Success
S002281,U001498,2025-06-02,11.77,Monthly,Success
S002282,U001498,2025-07-01,12.05,Monthly,Success
S002283,U001498,2025-08-02,11.98,Monthly,Success
S002284,U001498,2025-08-31,11.52,Monthly,Success
S002285,U001498,2025-09-29,11.43,Monthly,Success
S002286,U001498,2025-10-30,11.46,Monthly,Success
S002287,U001499,2025-01-06,12.36,Monthly,Success
S002288,U001499,2025-02-05,11.69,Monthly,Success
S002289,U001501,2025-04-09,117.0,Annual,Success
S002290,U001502,2025-03-17,968.88,Annual,Success
S002291,U001503,2024-02-05,35.51,Monthly,Success
S002292,U001504,2024-12-07,122.24,Annual,Success
S002293,U001504,2025-12-12,114.74,Annual,Success
S002294,U001507,2025-05-20,978.62,Annual,Success
S002295,U001509,2025-06-05,11.65,Monthly,Success
S002296,U001509,2025-07-03,12.57,Monthly,Success
S002297,U001509,2025-08-04,12.02,Monthly,Success
S002298,U001509,2025-09-02,12.11,Monthly,Success
S002299,U001517,2025-06-29,12.5,Monthly,Success
S002300,U001517,2025-07-29,11.51,Monthly,Success
S002301,U001517,2025-08-28,12.19,Monthly,Success
S002302,U001517,2025-09-26,12.48,Monthly,Success
S002303,U001519,2024-09-19,125.0,Annual,Success
S002304,U001520,2025-11-25,97.76,Monthly,Success
S002305,U001521,2024-03-20,12.34,Monthly,Success
S002306,U001521,2024-04-21,12.43,Monthly,Success
S002307,U001521,2024-05-19,12.37,Monthly,Success
S002308,U001521,2024-06-19,11.85,Monthly,Success
S002309,U001521,2024-07-19,12.18,Monthly,Success
S002310,U001522,2025-12-05,354.33,Annual,Success
S002311,U001523,2024-12-14,36.07,Monthly,Success
S002312,U001523,2025-01-14,35.74,Monthly,Success
S002313,U001523,2025-02-12,36.19,Monthly,Success
S002314,U001523,2025-03-16,33.78,Monthly,Success
S002315,U001527,2024-10-24,12.16,Monthly,Success
S002316,U001527,2024-11-24,12.19,Monthly,Success
S002317,U001527,2024-12-22,12.03,Monthly,Success
S002318,U001527,2025-01-21,11.86,Monthly,Success
S002319,U001527,2025-02-20,12.19,Monthly,Success
S002320,U001527,2025-03-23,12.35,Monthly,Refunded
S002321,U001527,2025-04-21,11.81,Monthly,Success
S002322,U001527,2025-05-22,11.8,Monthly,Success
S002323,U001527,2025-06-20,12.07,Monthly,Success
S002324,U001527,2025-07-22,12.32,Monthly,Success
S002325,U001527,2025-08-20,11.62,Monthly,Success
S002326,U001530,2025-04-23,11.75,Monthly,Success
S002327,U001530,2025-05-23,11.79,Monthly,Success
S002328,U001532,2025-06-10,335.74,Annual,Success
S002329,U001534,2024-10-19,982.94,Annual,Success
S002330,U001538,2025-07-21,956.35,Annual,Success
S002331,U001540,2025-04-13,12.16,Monthly,Success
S002332,U001540,2025-05-15,12.37,Monthly,Success
S002333,U001540,2025-06-13,12.14,Monthly,Success
S002334,U001540,2025-07-13,11.72,Monthly,Success
S002335,U001540,2025-08-11,12.19,Monthly,Success
S002336,U001540,2025-09-12,11.97,Monthly,Success
S002337,U001540,2025-10-11,11.52,Monthly,Success
S002338,U001540,2025-11-11,12.29,Monthly,Failed
S002339,U001541,2025-08-01,1014.03,Annual,Success
S002340,U001542,2024-05-13,11.66,Monthly,Success
S002341,U001542,2024-06-13,12.0,Monthly,Refunded
S002342,U001542,2024-07-11,11.87,Monthly,Success
S002343,U001542,2024-08-12,12.53,Monthly,Success
S002344,U001542,2024-09-11,11.5,Monthly,Success
S002345,U001542,2024-10-10,11.86,Monthly,Success
S002346,U001542,2024-11-09,12.46,Monthly,Success
S002347,U001542,2024-12-10,11.59,Monthly,Success
S002348,U001542,2025-01-08,12.23,Monthly,Success
S002349,U001542,2025-02-08,12.04,Monthly,Success
S002350,U001544,2024-10-01,94.52,Monthly,Success
S002351,U001544,2024-11-01,96.94,Monthly,Success
S002352,U001544,2024-12-01,100.95,Monthly,Success
S002353,U001544,2024-12-29,103.81,Monthly,Success
S002354,U001544,2025-01-29,96.39,Monthly,Success
S002355,U001544,2025-02-28,98.49,Monthly,Success
S002356,U001544,2025-03-31,101.52,Monthly,Success
S002357,U001544,2025-04-28,96.2,Monthly,Success
S002358,U001544,2025-05-29,97.42,Monthly,Success
S002359,U001544,2025-06-27,94.73,Monthly,Success
S002360,U001544,2025-07-28,96.02,Monthly,Success
S002361,U001544,2025-08-27,103.03,Monthly,Success
S002362,U001545,2025-12-13,33.39,Monthly,Success
S002363,U001548,2025-04-30,99.16,Monthly,Success
S002364,U001548,2025-05-31,100.13,Monthly,Success
S002365,U001548,2025-06-30,98.11,Monthly,Success
S002366,U001548,2025-07-29,99.73,Monthly,Success
S002367,U001548,2025-08-27,94.6,Monthly,Success
S002368,U001548,2025-09-27,96.87,Monthly,Failed
S002369,U001548,2025-10-28,95.52,Monthly,Success
S002370,U001548,2025-11-26,94.69,Monthly,Success
S002371,U001549,2024-02-28,982.96,Annual,Success
S002372,U001551,2025-12-13,995.04,Annual,Success
S002373,U001556,2024-08-22,12.25,Monthly,Success
S002374,U001556,2024-09-22,11.92,Monthly,Success
S002375,U001556,2024-10-23,12.18,Monthly,Success
S002376,U001556,2024-11-22,12.18,Monthly,Success
S002377,U001556,2024-12-20,12.09,Monthly,Success
S002378,U001556,2025-01-19,12.5,Monthly,Success
S002379,U001556,2025-02-18,12.27,Monthly,Success
S002380,U001556,2025-03-21,11.74,Monthly,Success
S002381,U001556,2025-04-21,11.48,Monthly,Success
S002382,U001561,2024-12-17,97.7,Monthly,Success
S002383,U001561,2025-01-14,99.51,Monthly,Success
S002384,U001561,2025-02-13,99.58,Monthly,Success
S002385,U001561,2025-03-17,99.97,Monthly,Success
S002386,U001561,2025-04-15,94.39,Monthly,Success
S002387,U001561,2025-05-15,94.79,Monthly,Success
S002388,U001561,2025-06-15,100.92,Monthly,Success
S002389,U001561,2025-07-14,94.85,Monthly,Success
S002390,U001561,2025-08-14,96.22,Monthly,Success
S002391,U001562,2024-09-14,36.46,Monthly,Success
S002392,U001562,2024-10-13,35.75,Monthly,Success
S002393,U001564,2024-10-17,34.23,Monthly,Success
S002394,U001564,2024-11-15,33.48,Monthly,Success
S002395,U001566,2025-02-05,12.12,Monthly,Success
S002396,U001566,2025-03-06,12.36,Monthly,Success
S002397,U001566,2025-04-05,12.55,Monthly,Success
S002398,U001566,2025-05-06,11.94,Monthly,Success
S002399,U001566,2025-06-05,12.43,Monthly,Success
S002400,U001566,2025-07-06,11.86,Monthly,Success
S002401,U001567,2025-07-12,952.64,Annual,Success
S002402,U001569,2025-06-14,11.65,Monthly,Refunded
S002403,U001569,2025-07-15,12.16,Monthly,Success
S002404,U001569,2025-08-14,11.81,Monthly,Success
S002405,U001569,2025-09-13,12.46,Monthly,Success
S002406,U001569,2025-10-12,11.89,Monthly,Success
S002407,U001572,2024-07-13,11.86,Monthly,Success
S002408,U001572,2024-08-12,11.93,Monthly,Success
S002409,U001572,2024-09-12,11.51,Monthly,Success
S002410,U001572,2024-10-12,11.78,Monthly,Success
S002411,U001572,2024-11-11,12.01,Monthly,Success
S002412,U001573,2025-08-18,97.76,Monthly,Success
S002413,U001573,2025-09-16,96.8,Monthly,Success
S002414,U001575,2024-08-28,1025.13,Annual,Success
S002415,U001575,2025-09-01,996.39,Annual,Success
S002416,U001576,2024-05-03,366.03,Annual,Success
S002417,U001578,2025-06-23,12.47,Monthly,Success
S002418,U001578,2025-07-23,12.1,Monthly,Failed
S002419,U001578,2025-08-24,12.14,Monthly,Success
S002420,U001578,2025-09-22,11.89,Monthly,Success
S002421,U001578,2025-10-22,11.83,Monthly,Success
S002422,U001578,2025-11-20,11.78,Monthly,Success
S002423,U001579,2025-06-07,335.12,Annual,Success
S002424,U001582,2025-01-12,96.3,Monthly,Success
S002425,U001582,2025-02-13,94.93,Monthly,Success
S002426,U001582,2025-03-13,102.56,Monthly,Success
S002427,U001582,2025-04-13,97.25,Monthly,Success
S002428,U001582,2025-05-13,98.28,Monthly,Success
S002429,U001582,2025-06-11,95.83,Monthly,Success
S002430,U001582,2025-07-13,98.17,Monthly,Success
S002431,U001582,2025-08-10,100.87,Monthly,Success
S002432,U001582,2025-09-11,94.27,Monthly,Success
S002433,U001582,2025-10-09,100.79,Monthly,Success
S002434,U001583,2025-05-27,12.19,Monthly,Success
S002435,U001585,2025-12-30,121.42,Annual,Success
S002436,U001587,2025-07-25,12.32,Monthly,Success
S002437,U001587,2025-08-25,12.2,Monthly,Success
S002438,U001587,2025-09-24,11.8,Monthly,Success
S002439,U001587,2025-10-22,12.03,Monthly,Success
S002440,U001588,2025-01-25,984.45,Annual,Success
S002441,U001589,2025-02-07,33.58,Monthly,Success
S002442,U001592,2025-12-28,12.29,Monthly,Success
S002443,U001595,2025-08-11,12.06,Monthly,Success
S002444,U001595,2025-09-11,11.56,Monthly,Refunded
S002445,U001595,2025-10-10,11.84,Monthly,Success
S002446,U001596,2025-05-16,34.82,Monthly,Success
S002447,U001596,2025-06-17,36.39,Monthly,Success
S002448,U001596,2025-07-15,34.72,Monthly,Success
S002449,U001596,2025-08-16,34.46,Monthly,Success
S002450,U001596,2025-09-14,35.61,Monthly,Success
S002451,U001596,2025-10-14,36.63,Monthly,Success
S002452,U001596,2025-11-12,33.88,Monthly,Success
S002453,U001601,2024-08-05,11.44,Monthly,Success
S002454,U001601,2024-09-05,12.33,Monthly,Success
S002455,U001601,2024-10-03,11.87,Monthly,Success
S002456,U001601,2024-11-04,12.54,Monthly,Success
S002457,U001601,2024-12-03,12.58,Monthly,Success
S002458,U001601,2025-01-01,11.53,Monthly,Success
S002459,U001601,2025-02-01,12.08,Monthly,Success
S002460,U001601,2025-03-04,11.52,Monthly,Success
S002461,U001601,2025-04-02,12.14,Monthly,Success
S002462,U001601,2025-05-03,12.45,Monthly,Success
S002463,U001601,2025-06-02,12.0,Monthly,Success
S002464,U001601,2025-07-02,12.33,Monthly,Success
S002465,U001604,2024-12-20,974.76,Annual,Success
S002466,U001607,2024-04-02,974.43,Annual,Success
S002467,U001607,2025-04-02,951.79,Annual,Success
S002468,U001609,2024-09-12,11.6,Monthly,Success
S002469,U001609,2024-10-12,11.68,Monthly,Success
S002470,U001609,2024-11-11,12.14,Monthly,Success
S002471,U001612,2025-06-29,35.29,Monthly,Success
S002472,U001612,2025-07-31,34.76,Monthly,Success
S002473,U001612,2025-08-28,33.4,Monthly,Success
S002474,U001612,2025-09-28,33.88,Monthly,Success
S002475,U001612,2025-10-28,34.1,Monthly,Success
S002476,U001612,2025-11-26,34.22,Monthly,Success
S002477,U001613,2025-04-19,36.61,Monthly,Success
S002478,U001613,2025-05-18,36.71,Monthly,Success
S002479,U001616,2025-07-15,953.81,Annual,Success
S002480,U001618,2025-07-06,121.98,Annual,Success
S002481,U001620,2025-08-18,116.22,Annual,Success
S002482,U001621,2025-03-08,120.62,Annual,Success
S002483,U001622,2024-03-21,11.93,Monthly,Success
S002484,U001622,2024-04-19,12.26,Monthly,Success
S002485,U001622,2024-05-20,12.43,Monthly,Success
S002486,U001626,2025-07-23,36.18,Monthly,Success
S002487,U001626,2025-08-20,33.84,Monthly,Success
S002488,U001627,2024-08-14,11.84,Monthly,Success
S002489,U001627,2024-09-13,12.21,Monthly,Success
S002490,U001627,2024-10-12,11.87,Monthly,Failed
S002491,U001627,2024-11-10,12.06,Monthly,Success
S002492,U001627,2024-12-10,11.78,Monthly,Success
S002493,U001627,2025-01-09,12.28,Monthly,Failed
S002494,U001627,2025-02-10,11.48,Monthly,Success
S002495,U001627,2025-03-10,11.94,Monthly,Success
S002496,U001627,2025-04-09,11.69,Monthly,Success
S002497,U001627,2025-05-09,11.42,Monthly,Success
S002498,U001628,2025-04-24,341.15,Annual,Success
S002499,U001629,2024-05-02,11.75,Monthly,Success
S002500,U001629,2024-06-01,12.45,Monthly,Success
S002501,U001629,2024-07-01,12.39,Monthly,Success
S002502,U001629,2024-07-31,12.19,Monthly,Success
S002503,U001630,2025-02-23,12.05,Monthly,Success
S002504,U001631,2025-08-28,11.86,Monthly,Success
S002505,U001631,2025-09-26,12.2,Monthly,Success
S002506,U001633,2025-07-07,11.8,Monthly,Success
S002507,U001633,2025-08-07,12.2,Monthly,Success
S002508,U001633,2025-09-07,12.0,Monthly,Success
S002509,U001633,2025-10-05,11.45,Monthly,Success
S002510,U001634,2025-09-19,12.44,Monthly,Refunded
S002511,U001634,2025-10-18,12.43,Monthly,Success
S002512,U001634,2025-11-17,12.31,Monthly,Success
S002513,U001635,2025-11-27,96.07,Monthly,Success
S002514,U001637,2025-01-18,365.11,Annual,Failed
S002515,U001642,2025-10-13,114.84,Annual,Success
S002516,U001645,2024-04-28,1015.58,Annual,Success
